CARRER;NOM_CARRER;PRIMER_NUM;ULTIM_NUM;TIPUSNUM;DISTRICTE;SECC_CENS;AEB;BARRI;SECC_EST;DPOSTAL
13705;Amèrica;2;48;2;7;41;141;35;24;8041
13807;Pl Amich;1;3;1;5;7;95;23;176;8017
13807;Pl Amich;2;4;2;5;7;95;23;176;8017
13909;Amigó;1;43;1;5;61;107;26;12;8021
13909;Amigó;45;87;1;5;62;107;26;37;8021
13909;Amigó;89;91;1;5;52;104;26;52;8021
13909;Amigó;2;28;2;5;65;107;26;12;8021
13909;Amigó;30;50;2;5;64;107;26;13;8021
13909;Amigó;52;80;2;5;63;107;26;38;8021
13909;Amigó;82;86;2;5;51;104;26;53;8021
14005;Amics;1;15;1;8;10;159;44;18;8031
14005;Amics;2;12;2;8;10;159;44;17;8031
14107;Amílcar;1;77;1;8;10;159;44;18;8031
14107;Amílcar;79;107;1;8;9;158;44;3;8031
14107;Amílcar;0109B;117;1;7;48;143;35;57;8032
14107;Amílcar;119;161;1;7;49;143;35;58;8032
14107;Amílcar;163;209;1;7;51;143;35;64;8032
14107;Amílcar;211;233;1;7;30;139;35;66;8032
14107;Amílcar;2;48;2;8;7;157;44;14;8031
14107;Amílcar;50;72;2;8;8;157;44;4;8031
14107;Amílcar;74;96;2;7;52;144;36;103;8032
14107;Amílcar;98;164;2;7;51;143;35;65;8032
14107;Amílcar;0166B;202;2;7;30;139;35;67;8032
14209;Amistat;1;5;1;10;61;213;68;35;8005
14209;Amistat;0007R;37;1;10;60;213;68;35;8005
14209;Amistat;2;44;2;10;60;213;68;35;8005
14300;Amor;0001B;5;1;7;102;153;42;208;8035
14300;Amor;2;14;2;7;102;153;42;208;8035
14402;Joan Obiols;1;17;1;4;53;89;21;80;8034
14402;Joan Obiols;2;16;2;4;53;89;21;80;8034
14504;Amposta;1;33;1;3;45;65;14;90;8004
14504;Amposta;2;42;2;3;42;65;14;89;8004
14606;Empordà;1;17;1;10;142;233;73;219;8020
14606;Empordà;19;23;1;10;143;233;73;218;8020
14606;Empordà;2;6;2;10;140;233;73;221;8020
14606;Empordà;8;26;2;10;143;233;73;220;8020
14708;Empúries;1;15;1;8;104;178;53;156;8033
14708;Empúries;2;4;2;8;104;178;53;157;8033
14708;Empúries;6;10;2;8;103;178;53;157;8033
14708;Empúries;14;16;2;8;104;178;53;156;8033
14800;Anna Piferrer;1;21;1;6;10;116;28;154;8023
14800;Anna Piferrer;2;16;2;6;6;115;28;155;8023
14821;Pg Anna Rúbies;0001B;9;1;5;1;91;22;183;8017
14821;Pg Anna Rúbies;2;12;2;5;1;91;22;183;8017
14901;Ptge Andalet;1;11;1;7;73;148;37;142;8032
15008;Andalusia;1;19;1;3;63;69;16;115;8014
15008;Andalusia;21;25;1;3;68;69;16;115;8014
15008;Andalusia;27;45;1;3;69;69;16;114;8014
15008;Andalusia;2;52;2;3;98;73;18;120;8014
15052;Andana Estació;1;3;1;9;31;188;60;112;8030
15052;Andana Estació;2;46;2;9;31;188;60;112;8030
15052;Andana Estació;48;64;2;9;27;187;60;113;8030
15100;Andorra;1;11;1;9;43;191;60;92;8030
15100;Andorra;2;104;2;9;43;191;60;92;8030
15201;Andrade;1;43;1;10;35;206;65;99;8018
15201;Andrade;45;67;1;10;107;226;72;174;8018
15201;Andrade;69;87;1;10;108;226;72;176;8020
15201;Andrade;89;131;1;10;109;226;72;182;8020
15201;Andrade;133;175;1;10;121;229;72;184;8020
15201;Andrade;177;197;1;10;122;229;72;187;8020
15201;Andrade;199;225;1;10;127;230;73;210;8020
15201;Andrade;243;251;1;10;125;230;73;207;8020
15201;Andrade;253;259;1;10;126;230;73;207;8020
15201;Andrade;261;277;1;10;141;233;73;215;8020
15201;Andrade;279;287;1;10;142;233;73;217;8020
15201;Andrade;2;44;2;10;35;206;65;99;8018
15201;Andrade;46;66;2;10;107;226;72;174;8018
15201;Andrade;68;88;2;10;106;226;72;175;8020
15201;Andrade;90;132;2;10;105;226;72;183;8020
15201;Andrade;134;154;2;10;121;229;72;184;8020
15201;Andrade;0156B;198;2;10;122;229;72;185;8020
15201;Andrade;200;220;2;10;123;230;73;211;8020
15201;Andrade;222;238;2;10;124;230;73;212;8020
15201;Andrade;240;250;2;10;125;230;73;213;8020
15201;Andrade;252;262;2;10;141;233;73;214;8020
15201;Andrade;264;272;2;10;142;233;73;216;8020
15303;Andratx;1;11;1;8;37;163;45;63;8016
15303;Andratx;2;12;2;8;37;163;45;63;8016
15405;Andrea Doria;19;39;1;1;37;15;3;19;8003
15405;Andrea Doria;41;71;1;1;36;14;3;19;8003
15405;Andrea Doria;2;4;2;1;39;15;3;13;8003
15405;Andrea Doria;18;32;2;1;35;14;3;21;8003
15405;Andrea Doria;34;40;2;1;36;14;3;24;8003
15405;Andrea Doria;1;5;1;1;39;15;3;13;8003
15405;Andrea Doria;6;16;2;1;38;15;3;20;8003
15507;Andreu Febrer;5;71;1;10;86;220;70;87;8019
15507;Andreu Febrer;8;80;2;10;86;220;70;87;8019
15700;Ptge Andreví;1;19;1;10;3;201;64;139;8026
15700;Ptge Andreví;2;16;2;10;3;201;64;139;8026
15755;Andròmeda;1;9;1;8;76;172;51;123;8042
15755;Andròmeda;2;14;2;8;76;172;51;123;8042
15802;Aneto;15;25;1;8;42;164;46;76;8031
15802;Aneto;27;49;1;8;41;164;46;76;8031
15802;Aneto;2;12;2;8;42;164;46;74;8031
15802;Aneto;16;40;2;8;40;164;46;71;8031
15904;Àngel;1;17;1;6;51;127;31;91;8012
15904;Àngel;2;24;2;6;51;127;31;91;8012
15959;Pas Àngel;1;1;1;6;51;127;31;91;8012
15959;Pas Àngel;2;4;2;6;51;127;31;91;8012
16000;Pl Àngel;1;3;1;1;25;10;2;68;8002
16000;Pl Àngel;5;5;1;1;26;10;2;77;8002
16000;Pl Àngel;2;12;2;1;25;10;2;68;8002
16102;Àngel J. Baixeras;2;4;2;1;26;10;2;79;8002
16102;Àngel J. Baixeras;1;9;1;1;26;10;2;79;8002
16204;Àngel Guimerà;1;1;1;5;21;97;24;146;8017
16204;Àngel Guimerà;3;25;1;5;22;98;24;145;8017
16204;Àngel Guimerà;2;18;2;5;22;98;24;145;8017
16204;Àngel Guimerà;20;44;2;5;24;98;24;144;8017
16204;Àngel Guimerà;27;47;1;5;24;98;24;144;8017
16306;Àngel Marquès;17;33;1;7;95;151;40;198;8035
16306;Àngel Marquès;2;18;2;7;94;151;40;197;8035
16306;Àngel Marquès;1;15;1;7;94;151;40;196;8035
16350;Pl Àngel Pestaña;1;1;1;8;91;175;52;138;8016
16408;Àngels;2;24;2;1;20;7;1;146;8001
16408;Àngels;0001B;7;1;1;18;7;1;145;8001
16500;Camí Àngels;1;15;1;7;83;149;38;216;8035
16500;Camí Àngels;2;14;2;6;15;118;29;149;8035
16601;Pl Àngels;5;7;1;1;18;7;1;144;8001
16601;Pl Àngels;2;4;2;1;20;7;1;149;8001
16601;Pl Àngels;6;8;2;1;18;7;1;144;8001
16601;Pl Àngels;1;3;1;1;20;7;1;149;8001
16703;Anglesola;1;37;1;4;27;82;19;69;8014
16703;Anglesola;2;50;2;4;25;82;19;70;8014
16703;Anglesola;74;76;2;4;23;81;19;71;8017
16703;Anglesola;47;59;1;4;23;81;19;71;8017
16907;Anglí;0001B;43;1;5;28;99;24;135;8017
16907;Anglí;0045B;67;1;5;8;95;23;177;8017
16907;Anglí;69;105;1;5;4;93;23;179;8017
16907;Anglí;2;16;2;5;27;99;24;138;8017
16907;Anglí;18;44;2;5;29;99;24;136;8017
16907;Anglí;46;90;2;5;8;95;23;178;8017
16907;Anglí;92;126;2;5;4;93;23;179;8017
17105;Anníbal;0001B;25;1;3;24;59;11;36;8004
17105;Anníbal;27;27;1;3;6;56;11;38;8004
17105;Anníbal;0002A;28;2;3;24;59;11;23;8004
17309;Anisadeta;1;1;1;1;46;16;4;29;8003
17309;Anisadeta;2;2;2;1;46;16;4;30;8003
17320;Anselm Turmeda;1;1;1;8;29;162;45;46;8016
17320;Anselm Turmeda;0002A;16;2;8;29;162;45;46;8016
17400;Antequera;1;31;1;6;24;120;30;121;8024
17400;Antequera;33;43;1;6;22;120;30;125;8024
17400;Antequera;2;18;2;6;23;120;30;123;8024
17400;Antequera;20;28;2;6;24;120;30;121;8024
17400;Antequera;30;40;2;6;22;120;30;124;8024
17433;Antic de Bofarull;1;25;1;10;25;204;64;157;8026
17433;Antic de Bofarull;0002B;16;2;10;25;204;64;157;8026
17466;Ctra Antiga Horta;1;9;1;2;2;20;5;232;8013
17466;Ctra Antiga Horta;4;4;2;2;2;20;5;232;8013
17502;Antic de Sant Joan;1;5;1;1;44;16;4;27;8003
17502;Antic de Sant Joan;7;15;1;1;43;16;4;26;8003
17502;Antic de Sant Joan;2;12;2;1;45;16;4;28;8003
17502;Antic de Sant Joan;14;34;2;1;43;16;4;26;8003
17557;Antic del Guinardó;1;15;1;7;37;140;35;39;8041
17557;Antic del Guinardó;2;14;2;7;37;140;35;40;8041
17568;Ptge Antic Valènci;1;9;1;3;24;59;11;36;8004
17568;Ptge Antic Valènci;2;26;2;3;24;59;11;36;8004
17579;Camí Ant València;1;15;1;10;66;214;68;24;8005
17579;Camí Ant València;23;39;1;10;65;214;68;53;8005
17579;Camí Ant València;41;105;1;10;69;215;68;53;8005
17579;Camí Ant València;2;20;2;10;66;214;68;25;8005
17579;Camí Ant València;28;52;2;10;65;214;68;53;8005
17579;Camí Ant València;54;72;2;10;70;215;68;53;8005
17579;Camí Ant València;74;116;2;10;69;215;68;52;8005
17604;Antilles;1;9;1;9;56;193;61;40;8027
17604;Antilles;11;13;1;9;60;193;61;37;8027
17604;Antilles;2;6;2;9;57;193;61;42;8027
17706;Antoni de Capmany;1;35;1;3;70;70;17;186;8028
17706;Antoni de Capmany;37;69;1;3;97;73;18;181;8028
17706;Antoni de Capmany;71;91;1;3;96;73;18;178;8028
17706;Antoni de Capmany;2;20;2;3;69;69;16;112;8014
17706;Antoni de Capmany;22;48;2;3;98;73;18;112;8014
17706;Antoni de Capmany;0070E;86;2;3;100;73;18;121;8014
17808;Antoni Costa;1;15;1;8;17;160;44;27;8016
17808;Antoni Costa;17;29;1;8;19;160;44;31;8016
17808;Antoni Costa;2;18;2;8;17;160;44;27;8016
17808;Antoni Costa;20;36;2;8;19;160;44;32;8016
17900;Ptge Antoni Gassol;0001B;21;1;10;107;226;72;174;8018
17900;Ptge Antoni Gassol;2;22;2;10;107;226;72;174;8018
18006;Pl Correus;1;1;1;1;26;10;2;79;8002
18006;Pl Correus;5;7;1;1;31;12;2;79;8002
18006;Pl Correus;6;6;2;1;31;12;2;79;8002
18200;Pl Antoni Maura;6;6;2;1;23;9;2;68;8003
18200;Pl Antoni Maura;10;10;2;1;47;17;4;51;8003
18254;Antonio Machado;1;5;1;8;61;169;49;193;8042
18254;Antonio Machado;7;17;1;8;60;169;49;191;8042
18254;Antonio Machado;19;21;1;8;62;169;49;191;8042
18254;Antonio Machado;43;43;1;8;65;170;50;188;8042
18254;Antonio Machado;2;10;2;8;60;169;49;192;8042
18254;Antonio Machado;16;24;2;8;63;169;49;190;8042
18254;Antonio Machado;26;30;2;8;64;169;49;188;8042
18254;Antonio Machado;12;14;2;8;62;169;49;191;8042
18254;Antonio Machado;23;41;1;8;64;169;49;191;8042
18301;Francesc Bolòs;1;41;1;8;10;159;44;18;8031
18301;Francesc Bolòs;2;46;2;8;10;159;44;17;8031
18403;Antonio Ricardos;1;17;1;9;60;193;61;37;8027
18403;Antonio Ricardos;2;14;2;9;59;193;61;35;8027
18403;Antonio Ricardos;16;20;2;9;60;193;61;38;8027
18505;Aragó;1;21;1;2;131;47;9;79;8015
18505;Aragó;23;39;1;2;132;47;9;82;8015
18505;Aragó;41;75;1;2;135;47;9;83;8015
18505;Aragó;0077B;0077B;1;2;137;48;9;87;8015
18505;Aragó;77;77;1;2;135;47;9;86;8015
18505;Aragó;79;99;1;2;137;48;9;87;8015
18505;Aragó;101;125;1;2;138;48;9;89;8015
18505;Aragó;149;173;1;2;97;40;8;99;8011
18505;Aragó;175;183;1;2;98;41;8;104;8011
18505;Aragó;185;223;1;2;90;38;8;105;8011
18505;Aragó;225;263;1;2;81;35;7;196;8007
18505;Aragó;265;295;1;2;80;35;7;192;8007
18505;Aragó;297;355;1;2;65;29;7;191;8009
18505;Aragó;357;393;1;2;61;29;7;180;8009
18505;Aragó;415;435;1;2;51;27;6;265;8013
18505;Aragó;437;457;1;2;50;27;6;267;8013
18505;Aragó;459;475;1;2;26;24;6;268;8013
18505;Aragó;477;493;1;2;25;24;6;269;8013
18505;Aragó;495;515;1;2;29;24;6;275;8013
18505;Aragó;517;525;1;2;30;24;6;276;8013
18505;Aragó;611;637;1;10;26;205;65;161;8026
18505;Aragó;639;659;1;10;31;205;65;106;8026
18505;Aragó;2;24;2;2;148;50;9;78;8015
18505;Aragó;26;44;2;2;147;50;9;72;8015
18505;Aragó;46;64;2;2;141;48;9;71;8015
18505;Aragó;66;104;2;2;140;48;9;66;8015
18505;Aragó;126;146;2;2;97;40;8;59;8011
18505;Aragó;148;172;2;2;96;40;8;54;8011
18505;Aragó;174;192;2;2;93;40;8;53;8011
18505;Aragó;194;212;2;2;92;39;8;48;8011
18505;Aragó;214;234;2;2;91;39;8;47;8011
18505;Aragó;236;276;2;2;79;34;7;197;8007
18505;Aragó;278;300;2;2;78;34;7;200;8007
18505;Aragó;354;370;2;2;69;30;7;210;8009
18505;Aragó;372;408;2;2;66;30;7;211;8009
18505;Aragó;410;424;2;2;18;22;5;262;8013
18505;Aragó;426;430;2;2;19;22;5;257;8013
18505;Aragó;436;490;2;2;24;23;6;266;8013
18505;Aragó;492;516;2;2;23;23;6;270;8013
18505;Aragó;538;556;2;10;41;207;65;114;8013
18505;Aragó;558;578;2;10;40;207;65;113;8026
18505;Aragó;580;614;2;10;39;207;65;110;8026
18505;Aragó;616;636;2;10;38;207;65;106;8018
18505;Aragó;644;658;2;10;33;206;65;102;8018
18505;Aragó;106;124;2;2;139;48;9;60;8015
18505;Aragó;127;147;1;2;139;48;9;90;8015
18505;Aragó;395;413;1;2;18;22;5;263;8013
18505;Aragó;527;609;1;10;18;203;64;115;8026
18505;Aragó;302;352;2;2;70;31;7;201;8009
18505;Aragó;518;536;2;2;22;23;6;273;8013
18607;Ptge Aragó;2;16;2;2;96;40;8;54;8011
18607;Ptge Aragó;1;15;1;2;96;40;8;54;8011
18800;Arai;1;11;1;1;29;11;2;75;8002
18800;Arai;10;10;2;1;29;11;2;76;8002
18902;Arbeca;1;57;1;9;11;185;59;139;8030
18902;Arbeca;59;63;1;9;9;184;59;141;8030
18902;Arbeca;2;58;2;9;11;185;59;140;8030
19100;Arbós;1;37;1;7;67;147;37;96;8032
19100;Arbós;10;24;2;7;67;147;37;112;8032
19100;Arbós;26;30;2;7;66;147;37;113;8032
19100;Arbós;2;8;2;7;58;145;36;98;8032
19202;Arbúcies;1;29;1;9;43;191;60;93;8030
19202;Arbúcies;31;45;1;9;41;191;60;94;8030
19202;Arbúcies;2;16;2;9;43;191;60;93;8030
19202;Arbúcies;18;28;2;9;41;191;60;94;8030
19257;Ptge Arcadia;1;3;1;5;67;108;26;19;8006
19406;Volta Bufanalla;0001B;9;1;1;45;16;4;28;8003
19406;Volta Bufanalla;2;4;2;1;45;16;4;28;8003
19508;Volta Colomines;2;6;2;1;47;17;4;50;8003
19508;Volta Colomines;1;7;1;1;47;17;4;50;8003
19600;Volta d'en Dusai;1;7;1;1;45;16;4;28;8003
19600;Volta d'en Dusai;2;6;2;1;45;16;4;28;8003
19701;Arc de Sant Martí;1;37;1;7;53;144;36;105;8032
19701;Arc de Sant Martí;39;69;1;7;52;144;36;103;8032
19701;Arc de Sant Martí;2;12;2;7;54;144;36;105;8032
19701;Arc de Sant Martí;14;68;2;7;53;144;36;104;8032
19701;Arc de Sant Martí;70;112;2;7;52;144;36;103;8032
19701;Arc de Sant Martí;114;126;2;7;51;143;35;65;8032
19701;Arc de Sant Martí;71;101;1;7;51;143;35;65;8032
19803;Ptge Arc St Martí;0001B;15;1;7;52;144;36;103;8032
19803;Ptge Arc St Martí;2;16;2;7;52;144;36;103;8032
19905;Volta dels Jueus;1;5;1;1;53;19;4;42;8003
19905;Volta dels Jueus;2;6;2;1;53;19;4;42;8003
20008;Arc del Mercat;1;11;1;9;42;191;60;90;8030
20008;Arc del Mercat;0002B;10;2;9;42;191;60;90;8030
20100;Volta de la Perdiu;1;9;1;1;49;17;4;51;8003
20100;Volta de la Perdiu;2;6;2;1;49;17;4;51;8003
20201;Volta del Remei;1;5;1;1;28;11;2;72;8002
20201;Volta del Remei;2;4;2;1;28;11;2;72;8002
20303;Arc de Sant Agustí;0001B;7;1;1;6;3;1;111;8001
20303;Arc de Sant Agustí;2;10;2;1;6;3;1;111;8001
20405;Arc Sant Cristòfol;1;23;1;1;49;17;4;45;8003
20405;Arc Sant Cristòfol;2;12;2;1;48;17;4;46;8003
20507;Arc de Sant Onofre;1;5;1;1;47;17;4;50;8003
20507;Arc de Sant Onofre;2;10;2;1;47;17;4;50;8003
20609;Arc de Sant Pau;1;11;1;1;4;2;1;103;8001
20609;Arc de Sant Pau;0002B;16;2;1;4;2;1;103;8001
20700;Arc S Ramon Call;1;15;1;1;25;10;2;70;8002
20700;Arc S Ramon Call;2;14;2;1;25;10;2;69;8002
20802;Arc de Sant Sever;1;17;1;10;19;204;64;156;8026
20802;Arc de Sant Sever;0004I;0010I;2;10;19;204;64;156;8026
20904;Arc Sant Silvestre;1;5;1;1;47;17;4;50;8003
20904;Arc Sant Silvestre;2;4;2;1;47;17;4;49;8003
21000;Arc de Sant Vicenç;1;5;1;1;45;16;4;33;8003
21000;Arc de Sant Vicenç;2;6;2;1;45;16;4;33;8003
21102;Arc Santa Eulàlia;1;5;1;1;28;11;2;72;8002
21102;Arc Santa Eulàlia;2;6;2;1;28;11;2;72;8002
21204;Volta Tamborets;1;9;1;1;45;16;4;28;8003
21204;Volta Tamborets;2;6;2;1;45;16;4;28;8003
21306;Arc del Teatre;0001B;69;1;1;1;1;1;90;8001
21306;Arc del Teatre;2;28;2;1;2;1;1;91;8001
21306;Arc del Teatre;44;66;2;1;3;2;1;93;8001
21601;Arcs;1;7;1;1;23;9;2;64;8002
21601;Arcs;2;10;2;1;23;9;2;68;8002
21703;Ardena;1;41;1;4;56;90;21;82;8034
21703;Ardena;2;54;2;4;56;90;21;82;8034
21805;Ardèvol;1;23;1;9;11;185;59;137;8030
21805;Ardèvol;0002B;28;2;9;11;185;59;138;8030
21907;Esquirol Volador;1;9;1;8;56;168;48;95;8042
21907;Esquirol Volador;2;12;2;8;57;168;48;94;8042
22207;Arenes dels Canvis;1;1;1;1;46;16;4;30;8003
22207;Arenes dels Canvis;2;2;2;1;46;16;4;30;8003
22309;Arenes Sant Pere;1;5;1;1;50;18;4;52;8003
22309;Arenes Sant Pere;0002B;8;2;1;51;18;4;52;8003
22400;Arenys;1;11;1;7;88;149;38;222;8035
22400;Arenys;13;125;1;7;87;149;38;221;8035
22400;Arenys;127;129;1;7;81;149;38;210;8035
22400;Arenys;2;26;2;7;84;149;38;218;8035
22400;Arenys;28;72;2;7;87;149;38;219;8035
22400;Arenys;74;112;2;7;86;149;38;220;8035
22400;Arenys;114;136;2;7;85;149;38;210;8035
22502;Ptge Arenys;1;5;1;7;85;149;38;210;8035
22502;Ptge Arenys;2;6;2;7;86;149;38;220;8035
22604;Argensola;1;19;1;8;73;171;50;172;8042
22604;Argensola;2;14;2;8;74;171;50;172;8042
22615;Castell Argençola;1;93;1;8;109;179;54;194;8033
22615;Castell Argençola;2;98;2;8;109;179;54;194;8033
22706;Argenter;0001B;21;1;1;50;18;4;53;8003
22706;Argenter;0002B;22;2;1;51;18;4;54;8003
22808;Argentera;1;11;1;6;4;114;28;138;8023
22808;Argentera;2;18;2;6;4;114;28;138;8023
22808;Argentera;24;24;2;6;6;115;28;139;8023
22852;Pg Argentinita;1;19;1;5;1;91;22;183;8017
22852;Pg Argentinita;2;14;2;5;1;91;22;183;8017
22900;Argentona;1;33;1;6;30;121;31;112;8024
22900;Argentona;2;32;2;6;30;121;31;112;8024
23108;Argimon;1;27;1;7;72;148;37;143;8032
23108;Argimon;2;34;2;7;72;148;37;144;8032
23200;Argullós;65;85;1;8;93;176;52;140;8016
23200;Argullós;87;109;1;8;91;175;52;138;8016
23200;Argullós;111;147;1;8;87;175;52;134;8016
23200;Argullós;0002B;14;2;8;95;176;52;143;8016
23200;Argullós;16;62;2;8;94;176;52;142;8016
23200;Argullós;80;84;2;8;91;175;52;137;8016
23200;Argullós;86;88;2;8;90;175;52;135;8016
23200;Argullós;0090B;0090B;2;8;88;175;52;135;8016
23200;Argullós;90;90;2;8;90;175;52;135;8016
23200;Argullós;1;63;1;8;92;176;52;140;8016
23200;Argullós;64;78;2;8;93;176;52;141;8016
23200;Argullós;92;110;2;8;88;175;52;135;8016
23301;Ptge Argullós;1;25;1;8;93;176;52;141;8016
23301;Ptge Argullós;0002B;22;2;8;93;176;52;140;8016
23403;Aribau;1;49;1;2;92;39;8;50;8011
23403;Aribau;51;67;1;2;90;38;8;105;8011
23403;Aribau;91;109;1;2;88;38;8;107;8036
23403;Aribau;111;147;1;2;87;37;8;124;8036
23403;Aribau;149;181;1;2;86;37;8;119;8036
23403;Aribau;183;227;1;5;66;108;26;17;8021
23403;Aribau;229;235;1;5;70;109;26;34;8021
23403;Aribau;237;247;1;5;72;109;26;33;8021
23403;Aribau;2;54;2;2;91;39;8;45;8011
23403;Aribau;56;70;2;2;90;38;8;110;8011
23403;Aribau;72;94;2;2;89;38;8;109;8011
23403;Aribau;96;112;2;2;88;38;8;108;8036
23403;Aribau;0114B;0114B;2;2;84;37;8;123;8036
23403;Aribau;114;114;2;2;88;38;8;108;8036
23403;Aribau;162;210;2;2;85;37;8;120;8036
23403;Aribau;212;246;2;5;67;108;26;18;8006
23403;Aribau;248;270;2;5;69;108;26;15;8006
23403;Aribau;272;278;2;5;70;109;26;34;8006
23403;Aribau;280;290;2;5;72;109;26;32;8006
23403;Aribau;292;330;2;5;73;109;26;31;8006
23403;Aribau;69;89;1;2;89;38;8;106;8036
23403;Aribau;249;281;1;5;74;109;26;30;8021
23403;Aribau;116;160;2;2;84;37;8;123;8036
23505;Arimon;1;25;1;5;41;102;25;114;8022
23505;Arimon;2;30;2;5;40;102;25;112;8022
23505;Arimon;32;52;2;5;43;103;25;119;8022
23505;Arimon;54;70;2;5;44;103;25;128;8022
23505;Arimon;27;59;1;5;42;103;25;118;8022
23607;Ariosto;1;21;1;6;11;117;28;153;8035
23607;Ariosto;2;18;2;6;11;117;28;153;8035
23709;Arítjols;33;57;1;8;90;175;52;137;8016
23709;Arítjols;0059B;69;1;8;99;177;52;151;8016
23709;Arítjols;71;107;1;8;100;177;52;151;8016
23709;Arítjols;2;64;2;8;93;176;52;141;8016
23709;Arítjols;1;31;1;8;91;175;52;137;8016
23709;Arítjols;66;102;2;8;99;177;52;147;8016
23800;Arizala;1;17;1;3;81;71;17;202;8028
23800;Arizala;19;41;1;4;40;85;20;17;8028
23800;Arizala;43;65;1;4;41;85;20;14;8028
23800;Arizala;67;79;1;4;39;85;20;14;8028
23800;Arizala;2;20;2;3;81;71;17;203;8028
23800;Arizala;22;54;2;4;40;85;20;13;8028
23800;Arizala;0056B;84;2;4;39;85;20;13;8028
23902;Arlet;0001B;1;1;1;25;10;2;68;8002
23902;Arlet;3;5;1;1;26;10;2;77;8002
23902;Arlet;2;2;2;1;25;10;2;68;8002
23902;Arlet;4;6;2;1;26;10;2;77;8002
24009;Armengol;0001B;7;1;1;53;19;4;44;8003
24009;Armengol;2;8;2;1;53;19;4;43;8003
24100;Harmonia;29;39;1;7;97;151;40;202;8035
24100;Harmonia;2;6;2;7;96;151;40;201;8035
24100;Harmonia;8;28;2;7;97;151;40;203;8035
24100;Harmonia;0001B;27;1;7;96;151;40;200;8035
24304;Arnau d'Oms;1;35;1;8;14;159;44;21;8016
24304;Arnau d'Oms;37;59;1;8;24;161;45;40;8016
24304;Arnau d'Oms;4;24;2;8;15;160;44;21;8016
24304;Arnau d'Oms;26;42;2;8;16;160;44;23;8016
24304;Arnau d'Oms;44;74;2;8;23;161;45;37;8016
24304;Arnau d'Oms;2;2;2;9;76;197;62;64;8027
24406;Arnau;1;21;1;8;5;157;44;13;8031
24406;Arnau;2;22;2;8;5;157;44;13;8031
24508;Arnau Bargués;5;71;1;10;86;220;70;87;8019
24508;Arnau Bargués;8;74;2;10;86;220;70;87;8019
24600;Arnes;1;73;1;3;25;60;12;65;8038
24600;Arnes;2;60;2;3;25;60;12;62;8038
24701;Arnús i de Garí;1;15;1;4;56;90;21;82;8034
24701;Arnús i de Garí;2;8;2;4;56;90;21;82;8034
24803;Vall d'Aro;1;11;1;8;103;178;53;157;8033
24803;Vall d'Aro;2;8;2;8;104;178;53;157;8033
24905;Aroles;1;7;1;1;28;11;2;72;8002
24905;Aroles;0002B;16;2;1;28;11;2;72;8002
25001;Arquímedes;1;29;1;9;36;190;60;100;8030
25001;Arquímedes;31;59;1;9;35;190;60;99;8030
25001;Arquímedes;2;30;2;9;36;190;60;100;8030
25001;Arquímedes;32;50;2;9;35;190;60;100;8030
25001;Arquímedes;60;68;2;9;40;191;60;97;8030
25103;August Font;1;29;1;6;9;116;28;158;8035
25103;August Font;31;45;1;5;33;101;25;100;8035
25103;August Font;2;46;2;6;9;116;28;158;8035
25205;Arquit Martorell;1;5;1;7;94;151;40;196;8035
25307;Arquitecte Mas;1;9;1;5;9;95;23;167;8034
25307;Arquitecte Mas;2;12;2;5;9;95;23;167;8034
25409;Ptge Arq Millàs;1;17;1;8;15;160;44;25;8016
25409;Ptge Arq Millàs;2;18;2;8;15;160;44;25;8016
25500;Arquitectura;1;25;1;7;94;151;40;195;8035
25500;Arquitectura;0002B;14;2;7;94;151;40;197;8035
25500;Arquitectura;0016B;0016B;2;7;95;151;40;196;8035
25500;Arquitectura;16;16;2;7;94;151;40;196;8035
25500;Arquitectura;18;24;2;7;95;151;40;196;8035
25500;Arquitectura;26;30;2;7;97;151;40;188;8035
25602;Escull;0002B;6;2;5;9;95;23;169;8034
25704;Penedides;0001B;9;1;1;5;3;1;98;8001
25704;Penedides;2;10;2;1;5;3;1;98;8001
25806;Ptge Arriassa;1;9;1;10;138;232;73;226;8020
25806;Ptge Arriassa;0002B;10;2;10;138;232;73;226;8020
25908;Pl Traginers;1;7;1;1;26;10;2;78;8002
25908;Pl Traginers;2;8;2;1;26;10;2;78;8002
26106;Artà;1;13;1;8;27;162;45;50;8016
26106;Artà;2;12;2;8;30;162;45;50;8016
26208;Art;1;45;1;7;43;142;35;49;8041
26208;Art;47;69;1;7;33;140;35;39;8041
26208;Art;71;97;1;7;37;140;35;39;8041
26208;Art;2;46;2;7;43;142;35;50;8041
26208;Art;48;74;2;7;33;140;35;37;8041
26208;Art;76;100;2;7;32;140;35;38;8041
26300;Ptge Artemis;1;29;1;9;84;199;63;18;8027
26300;Ptge Artemis;2;30;2;9;84;199;63;18;8027
26456;Artés;1;17;1;8;116;181;56;211;8033
26456;Artés;2;16;2;8;116;181;56;211;8033
26503;Artesa de Segre;1;11;1;5;44;103;25;125;8022
26503;Artesa de Segre;2;14;2;5;44;103;25;128;8022
26605;Artesania;1;13;1;8;83;174;52;114;8016
26605;Artesania;15;55;1;8;57;168;48;102;8042
26605;Artesania;57;63;1;8;64;169;49;188;8042
26605;Artesania;65;145;1;8;65;170;50;188;8042
26605;Artesania;2;24;2;8;83;174;52;114;8016
26605;Artesania;26;42;2;8;82;173;51;113;8042
26605;Artesania;44;60;2;8;81;173;51;109;8042
26605;Artesania;62;90;2;8;79;173;51;102;8042
